molecule_chembl_id,pIC50_mean,pIC50_median,pIC50_std,pIC50_min,pIC50_max,measurement_count,pIC50_range,canonical_smiles,assay_count,document_count
CHEMBL5883091,6.3942493497739665,6.396317481265464,2.133622416485855,4.508638306165727,8.275724130399212,4,3.767085824233485,CC(F)CN1[C@H](c2ccc(NC3CN(CCCF)C3)cn2)c2ccc3[nH]ncc3c2C[C@H]1C,2,2
CHEMBL214021,5.814737293866141,5.308451535025453,1.41426943792787,4.82102305270683,7.82102305270683,4,3.0,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(F)cc2o1,4,3
CHEMBL3317856,3.603871964321762,2.853871964321762,1.5,2.853871964321762,5.853871964321762,4,3.0,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,4,4
CHEMBL17423,5.656181337869183,5.95999928552668,0.6076358953149932,4.7447274948966935,5.95999928552668,4,1.2152717906299868,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,4,4
CHEMBL256907,4.3776745721061285,4.249999993431082,0.5301252542805354,3.900000004068662,5.110698297493689,4,1.2106982934250272,Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,4,2
CHEMBL1382,7.342510871258229,7.33503554027369,0.5726237447877786,6.799998134593398,7.899974269892137,4,1.0999761352987392,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,4,2
CHEMBL96153,6.830717926874118,6.599997654072045,0.4614405456041464,6.599997654072045,7.522878745280337,4,0.9228810912082928,COc1ccc(C2CCN(CC[C@H]3CCOc4ccccc43)CC2)cc1OC,4,4
CHEMBL845,5.136938204812967,5.3488766312299125,0.4246268209129098,4.499999953328896,5.349999603463148,4,0.8499996501342526,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,4,4
CHEMBL1175,5.324031204069359,5.250000219777386,0.3385406694823078,5.0,5.796124376722666,4,0.7961243767226662,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,4,2
CHEMBL3775729,5.813945018601387,5.7246443432564735,0.3251115342507009,5.5307672574933875,6.275724130399211,4,0.7449568729058234,CC1(c2nc(-c3ccccc3)c[nH]2)Cc2c([nH]c3ccccc23)C(C2CCOCC2)N1,1,1
