molecule_chembl_id,number_of_measurements,mean_pIC50,median_pIC50,min_pIC50,max_pIC50,std_pIC50,mean_IC50_nM,min_IC50_nM,max_IC50_nM,unique_assays,unique_documents,unique_SMILES,pIC50_range,variability,multiple_assays,multiple_documents,multiple_SMILES
CHEMBL498042,2,4.887345617645843,4.887345617645843,4.698970004336019,5.075721230955667,0.2664033471631028,14199.994999999999,8399.99,20000.0,1,1,1,0.376751226619648,Moderate,False,False,False
CHEMBL3422755,2,6.068934310343481,6.068934310343481,5.886056647693163,6.251811972993799,0.2586280707751715,930.0,560.0,1300.0,2,1,1,0.36575532530063626,Moderate,True,False,False
CHEMBL5422051,2,4.70446769648675,4.70446769648675,4.522878745280337,4.886056647693163,0.2568055575732152,21500.0,13000.0,30000.0,2,1,1,0.36317790241282566,Moderate,True,False,False
CHEMBL3604799,2,5.920818753952375,5.920818753952375,5.7447274948966935,6.096910013008056,0.24903064677189865,1300.0,800.0,1800.0,1,1,1,0.3521825181113627,Moderate,False,False,False
CHEMBL4641672,2,4.788295136133453,4.788295136133453,4.617982957425132,4.958607314841775,0.24085779296661886,17550.0,11000.0,24100.0,2,1,1,0.340624357416643,Moderate,True,False,False
CHEMBL1951914,2,4.789198036565084,4.789198036565084,4.619788758288394,4.958607314841775,0.23958089893073345,17500.0,11000.0,24000.0,2,1,1,0.338818556553381,Moderate,True,False,False
CHEMBL1684950,2,5.22921037802671,5.22921037802671,5.060480747381382,5.3979400086720375,0.23861973203282566,6350.0,4000.0,8700.0,2,1,1,0.33745926129065573,Moderate,True,False,False
CHEMBL2165068,2,4.07888265682638,4.07888265682638,3.913640169325252,4.2441251443275085,0.23368816690436237,89500.0,57000.0,122000.0,2,1,1,0.3304849750022565,Moderate,True,False,False
CHEMBL2022739,2,4.564999999875367,4.564999999875367,4.399999967876858,4.730000031873875,0.2333452830442848,29215.795,18620.87,39810.72,2,1,1,0.33000006399701665,Moderate,True,False,False
CHEMBL2022729,2,4.365000031985993,4.365000031985993,4.200000030616179,4.530000033355806,0.2333452397287697,46303.91,29512.09,63095.73,2,1,1,0.33000000273962726,Moderate,True,False,False
CHEMBL566759,2,5.794999533025782,5.794999533025782,5.629999780524884,5.95999928552668,0.23334488777497417,1720.355,1096.48,2344.23,2,1,1,0.32999950500179676,Moderate,True,False,False
CHEMBL3696476,2,4.492739730621038,4.492739730621038,4.327902142064283,4.657577319177793,0.23311555332583966,34500.0,22000.0,47000.0,2,1,1,0.32967517711351046,Moderate,True,False,False
CHEMBL3900159,2,4.409908379075887,4.409908379075887,4.247951552180561,4.571865205971212,0.22904154111428102,41650.0,26800.0,56500.0,2,1,1,0.32391365379065107,Moderate,True,False,False
CHEMBL2424931,2,4.075106087881157,4.075106087881157,3.913640169325252,4.236572006437063,0.22834729188279135,90000.0,58000.0,122000.0,2,1,1,0.32293183711181106,Moderate,True,False,False
CHEMBL592374,2,4.83889035263304,4.83889035263304,4.6777807052660805,5.0,0.2278434483355013,15500.0,10000.0,21000.0,2,2,1,0.3222192947339195,Moderate,True,True,False
CHEMBL3612927,2,5.159379381312206,5.159379381312206,5.0,5.318758762624412,0.22539648261435502,7400.0,4800.0,10000.0,1,1,1,0.3187587626244124,Moderate,False,False,False
CHEMBL3794155,2,5.18915226883536,5.18915226883536,5.031517051446064,5.346787486224656,0.22292986233957338,6900.0,4500.0,9300.0,2,1,1,0.31527043477859173,Moderate,True,False,False
CHEMBL498572,2,5.0749999514044175,5.0749999514044175,4.920000156997057,5.229999745811778,0.21920281141593057,8955.539999999999,5888.44,12022.64,2,2,1,0.3099995888147209,Moderate,True,True,False
CHEMBL2424933,2,3.8409057029241023,3.8409057029241023,3.686132779630847,3.995678626217358,0.21888196720945252,153500.0,101000.0,206000.0,2,1,1,0.30954584658651063,Moderate,True,False,False
CHEMBL4518492,2,8.15051499783199,8.15051499783199,8.0,8.301029995663981,0.21286035127455813,7.5,5.0,10.0,1,1,1,0.30102999566398125,Moderate,False,False,False
CHEMBL4645474,2,6.0713337517843655,6.0713337517843655,5.920818753952375,6.221848749616356,0.21286035127455813,900.0,600.0,1200.0,2,1,1,0.30102999566398125,Moderate,True,False,False
CHEMBL3774683,2,6.75000321026368,6.75000321026368,6.599997654072045,6.900008766455315,0.2121398919975298,188.54,125.89,251.19,1,1,1,0.3000111123832703,Moderate,False,False,False
CHEMBL1189679,2,5.550000344969798,5.550000344969798,5.40000018605658,5.700000503883016,0.21213225909319247,2988.165,1995.26,3981.07,2,1,1,0.3000003178264361,Moderate,True,False,False
CHEMBL2207662,2,5.150000101222709,5.150000101222709,5.0,5.300000202445418,0.21213217750649185,7505.9349999999995,5011.87,10000.0,2,1,1,0.3000002024454176,Moderate,True,False,False
CHEMBL4249172,2,4.6500000030336714,4.6500000030336714,4.499999953328896,4.800000052738446,0.21213210464913132,23735.855,15848.93,31622.78,2,1,1,0.30000009940955064,Moderate,True,False,False
CHEMBL1079980,2,5.850000251941508,5.850000251941508,5.700000503883016,6.0,0.21213167805686645,1497.63,1000.0,1995.26,1,1,1,0.2999994961169836,Low,False,False,False
CHEMBL1081868,2,5.850000251941508,5.850000251941508,5.700000503883016,6.0,0.21213167805686645,1497.63,1000.0,1995.26,1,1,1,0.2999994961169836,Low,False,False,False
CHEMBL3774411,2,5.749998900111134,5.749998900111134,5.59999938302362,5.899998417198648,0.2121313514145773,1885.4099999999999,1258.93,2511.89,1,1,1,0.2999990341750278,Low,False,False,False
CHEMBL1080846,2,6.149998801428874,6.149998801428874,6.0,6.299997602857746,0.21213033932042083,750.595,501.19,1000.0,1,1,1,0.29999760285774624,Low,False,False,False
CHEMBL5412864,2,3.7499778667006995,3.7499778667006995,3.6003262785189616,3.8996294548824375,0.21163930563728703,188500.0,126000.0,251000.0,1,1,1,0.2993031763634759,Low,False,False,False
CHEMBL4084182,2,6.516038896634742,6.516038896634742,6.366531544420413,6.665546248849069,0.2114353251759938,323.0,216.0,430.0,2,1,1,0.2990147044286564,Low,True,False,False
CHEMBL4293735,2,4.946428947083463,4.946428947083463,4.801342913045578,5.09151498112135,0.20518263704730305,11950.0,8100.0,15800.0,2,1,1,0.2901720680757718,Low,True,False,False
CHEMBL3612810,2,4.62551856937192,4.62551856937192,4.481486060122113,4.769551078621726,0.20369272800370428,25000.0,17000.0,33000.0,2,1,1,0.28806501849961297,Low,True,False,False
CHEMBL490,2,5.124675540004652,5.124675540004652,4.981744839832274,5.267606240177031,0.20213453466326017,7914.65,5400.0,10429.3,2,2,1,0.28586140034475704,Low,True,True,False
CHEMBL2207747,2,5.22372672602217,5.22372672602217,5.080921907623926,5.366531544420413,0.2019565109510226,6300.0,4300.0,8300.0,2,1,1,0.28560963679648665,Low,True,False,False
CHEMBL4215846,2,4.883501944803923,4.883501944803923,4.7447274948966935,5.022276394711152,0.19625670916966956,13750.0,9500.0,18000.0,2,1,1,0.27754889981445885,Low,True,False,False
CHEMBL4092262,2,4.8464660246693505,4.8464660246693505,4.709965388637482,4.982966660701219,0.19304105074882244,14950.0,10400.0,19500.0,2,1,1,0.2730012720637376,Low,True,False,False
CHEMBL204459,2,5.321509299503434,5.321509299503434,5.187086643357144,5.455931955649724,0.19010234341229842,5000.0,3500.0,6500.0,2,1,1,0.26884531229258,Low,True,False,False
CHEMBL513909,2,5.407484039783617,5.407484039783617,5.277366077466188,5.537602002101044,0.184014587017658,4090.0,2900.0,5280.0,2,2,1,0.26023592463485645,Low,True,True,False
CHEMBL472168,2,5.696272488392665,5.696272488392665,5.568636235841012,5.823908740944319,0.18050491940902555,2100.0,1500.0,2700.0,1,1,1,0.25527250510330646,Low,False,False,False
CHEMBL4062753,2,5.175819994509534,5.175819994509534,5.050609993355087,5.301029995663981,0.17707368177737018,6950.0,5000.0,8900.0,2,1,1,0.2504200023088945,Low,True,False,False
CHEMBL4778540,2,5.580732864744066,5.580732864744066,5.455931955649724,5.705533773838408,0.17649513823771057,2735.0,1970.0,3500.0,2,2,1,0.2496018181886841,Low,True,True,False
CHEMBL387971,2,5.151298138399756,5.151298138399756,5.026872146400301,5.275724130399211,0.1759649253973552,7350.0,5300.0,9400.0,2,1,1,0.24885198399891006,Low,True,False,False
CHEMBL3785865,2,4.461134410173804,4.461134410173804,4.337242168318426,4.585026652029182,0.17521008870468327,36000.0,26000.0,46000.0,1,1,1,0.24778448371075612,Low,False,False,False
CHEMBL4846783,2,6.008412463981093,6.008412463981093,5.886056647693163,6.130768280269024,0.17303725482962196,1020.0,740.0,1300.0,2,1,1,0.2447116325758607,Low,True,False,False
CHEMBL4855340,2,5.498269733945246,5.498269733945246,5.376750709602099,5.619788758288394,0.17185385231242506,3300.0,2400.0,4200.0,2,1,1,0.24303804868629442,Low,True,False,False
CHEMBL4086237,2,4.674564664025037,4.674564664025037,4.555955204081924,4.79317412396815,0.16773910687729893,21950.0,16100.0,27800.0,2,1,1,0.23721891988622623,Low,True,False,False
CHEMBL111,2,5.436577279675408,5.436577279675408,5.318758762624412,5.554395796726403,0.16662054471220272,3795.0,2790.0,4800.0,2,2,1,0.23563703410199022,Low,True,True,False
CHEMBL4635305,2,5.377243666092925,5.377243666092925,5.259637310505756,5.494850021680094,0.1663205030926471,4350.0,3200.0,5500.0,2,2,1,0.23521271117433784,Low,True,True,False
CHEMBL3692706,2,4.653576540361385,4.653576540361385,4.537602002101044,4.769551078621726,0.1640127648977313,23000.0,17000.0,29000.0,2,1,1,0.23194907652068153,Low,True,False,False
CHEMBL573216,2,7.035007620281611,7.035007620281611,6.919987152892072,7.15002808767115,0.1626635049327783,95.51,70.79,120.23,2,1,1,0.23004093477907794,Low,True,False,False
CHEMBL567627,2,4.654999918150695,4.654999918150695,4.539999925177879,4.769999911123512,0.16263454973496802,22911.379999999997,16982.44,28840.32,2,1,1,0.22999998594563298,Low,True,False,False
CHEMBL5409145,2,3.8641953493105836,3.8641953493105836,3.7495799976911055,3.9788107009300617,0.16209058471642704,141500.0,105000.0,178000.0,1,1,1,0.22923070323895622,Low,False,False,False
CHEMBL1097456,2,5.721475095477949,5.721475095477949,5.607303046740334,5.835647144215563,0.16146365976865587,1965.0,1460.0,2470.0,1,1,1,0.22834409747522866,Low,False,False,False
CHEMBL4636056,2,5.440372055361031,5.440372055361031,5.327902142064282,5.552841968657781,0.1590564767431889,3750.0,2800.0,4700.0,2,1,1,0.22493982659349854,Low,True,False,False
CHEMBL567202,2,4.599999926524152,4.599999926524152,4.489999942195333,4.709999910852971,0.15556346969864324,25928.91,19498.45,32359.37,2,1,1,0.21999996865763727,Low,True,False,False
CHEMBL5798072,2,4.590228032229065,4.590228032229065,4.481486060122113,4.698970004336019,0.15378437175284992,26500.0,20000.0,33000.0,1,1,1,0.21748394421390582,Low,False,False,False
CHEMBL83,2,5.9072872003601,5.9072872003601,5.800000874803203,6.014573525916998,0.15172577665974019,1275.9450000000002,967.0,1584.89,2,2,1,0.2145726511137953,Low,True,True,False
CHEMBL3794292,2,4.416341332625912,4.416341332625912,4.309803919971486,4.522878745280337,0.15066665387602773,39500.0,30000.0,49000.0,2,1,1,0.21307482530885125,Low,True,False,False
CHEMBL52627,2,7.574291321488718,7.574291321488718,7.468521082957745,7.680061560019691,0.1495817058259398,27.445,20.89,34.0,2,2,1,0.21154047706194667,Low,True,True,False
CHEMBL4095422,2,4.942194744162849,4.942194744162849,4.838631997765025,5.045757490560675,0.14645984051240987,11750.0,9000.0,14500.0,2,1,1,0.20712549279565007,Low,True,False,False
CHEMBL491571,2,2.1999999997631363,2.1999999997631363,2.0999999998492527,2.29999999967702,0.1414213561155226,6477577.345,5011872.34,7943282.35,2,1,1,0.19999999982776728,Low,True,False,False
CHEMBL1080126,2,6.299997542777145,6.299997542777145,6.199998172182031,6.399996913372259,0.14142046612438364,514.5350000000001,398.11,630.96,1,1,1,0.1999987411902282,Low,False,False,False
CHEMBL1081934,2,6.099999086091016,6.099999086091016,6.0,6.199998172182031,0.141420063774829,815.48,630.96,1000.0,1,1,1,0.1999981721820312,Low,False,False,False
CHEMBL5190339,2,4.956251263797868,4.956251263797868,4.856985199745905,5.055517327849831,0.1403834140656823,11350.0,8800.0,13900.0,1,1,1,0.19853212810392584,Low,False,False,False
CHEMBL1169572,2,6.486121397654723,6.486121397654723,6.3872161432802645,6.585026652029182,0.1398731521263203,335.0,260.0,410.0,1,1,1,0.19781050874891726,Low,False,False,False
CHEMBL5169763,2,4.938924840279597,4.938924840279597,4.841637507904751,5.036212172654444,0.13758506489160788,11800.0,9200.0,14400.0,1,1,1,0.19457466474969376,Low,False,False,False
CHEMBL3742114,2,5.969198375195812,5.969198375195812,5.872895201635192,6.065501548756432,0.13619325414899872,1100.0,860.0,1340.0,2,2,1,0.1926063471212398,Low,True,True,False
CHEMBL3422762,2,5.71382562962742,5.71382562962742,5.617982957425132,5.809668301829708,0.13554200688255458,1980.0,1550.0,2410.0,2,1,1,0.19168534440457652,Low,True,False,False
CHEMBL3957193,2,4.794190147018385,4.794190147018385,4.698970004336019,4.889410289700751,0.13466161719250322,16450.0,12900.0,20000.0,2,1,1,0.19044028536473245,Low,True,False,False
CHEMBL579072,2,4.415000026908535,4.415000026908535,4.319999993033794,4.510000060783276,0.13435033633156215,39382.98,30902.95,47863.01,2,1,1,0.19000006774948197,Low,True,False,False
CHEMBL4756869,2,5.1651091923957315,5.1651091923957315,5.070581074285707,5.259637310505756,0.13368294665680225,7000.0,5500.0,8500.0,2,2,1,0.18905623622004875,Low,True,True,False
CHEMBL4068414,2,6.78998877268406,6.78998877268406,6.699991797446187,6.879985747921933,0.12727494295395542,165.68,131.83,199.53,1,1,1,0.17999395047574573,Low,False,False,False
CHEMBL1952142,2,5.588890191961573,5.588890191961573,5.499999678657065,5.6777807052660805,0.12571016948154085,2631.1400000000003,2100.0,3162.28,2,2,1,0.17778102660901585,Low,True,True,False
CHEMBL3604801,2,5.531743128760553,5.531743128760553,5.443697499232712,5.619788758288394,0.12451532338594933,3000.0,2400.0,3600.0,1,1,1,0.17609125905568135,Low,False,False,False
CHEMBL5934097,2,6.309894379144197,6.309894379144197,6.221848749616356,6.3979400086720375,0.12451532338594933,500.0,400.0,600.0,1,1,1,0.17609125905568135,Low,False,False,False
CHEMBL6057937,2,7.911954370472159,7.911954370472159,7.823908740944319,8.0,0.12451532338594933,12.5,10.0,15.0,1,1,1,0.17609125905568135,Low,False,False,False
CHEMBL5992805,2,4.740743030061056,4.740743030061056,4.657577319177793,4.823908740944319,0.11761407625550974,18500.0,15000.0,22000.0,1,1,1,0.16633142176652527,Low,False,False,False
CHEMBL1760059,2,6.877243666092925,6.877243666092925,6.795880017344075,6.958607314841775,0.11506557554478412,135.0,110.0,160.0,1,1,1,0.16272729749769965,Low,False,False,False
CHEMBL4084106,2,5.664877073462938,5.664877073462938,5.585026652029182,5.7447274948966935,0.11292554895282483,2200.0,1800.0,2600.0,2,1,1,0.15970084286751174,Low,True,False,False
CHEMBL4216500,2,5.036058294834646,5.036058294834646,4.958607314841775,5.113509274827518,0.10953222632500617,9350.0,7700.0,11000.0,2,1,1,0.15490195998574308,Low,True,False,False
CHEMBL5438135,2,4.84518491628705,4.84518491628705,4.769551078621726,4.920818753952375,0.10696239900062693,14500.0,12000.0,17000.0,2,1,1,0.151267675330649,Low,True,False,False
CHEMBL5817627,2,4.734612093494794,4.734612093494794,4.6595558851598815,4.809668301829708,0.10614550776753529,18700.0,15500.0,21900.0,1,1,1,0.15011241666982666,Low,False,False,False
CHEMBL471994,2,6.58310781267176,6.58310781267176,6.508638306165727,6.657577319177793,0.10531578608406364,265.0,220.0,310.0,1,1,1,0.14893901301206647,Low,False,False,False
CHEMBL2146755,2,8.227965977824862,8.227965977824862,8.154901959985743,8.301029995663981,0.10332812494955197,6.0,5.0,7.0,2,2,1,0.14612803567823818,Low,True,True,False
CHEMBL4096468,2,4.926935982160881,4.926935982160881,4.853871964321762,5.0,0.10332812494955197,12000.0,10000.0,14000.0,2,1,1,0.14612803567823818,Low,True,False,False
CHEMBL5928632,2,5.076553228341687,5.076553228341687,5.004364805402449,5.1487416512809245,0.10208984676699448,8500.0,7100.0,9900.0,1,1,1,0.1443768458784751,Low,False,False,False
CHEMBL4066256,2,4.689619755002897,4.689619755002897,4.619788758288394,4.7594507517174005,0.0987559426276818,20700.0,17400.0,24000.0,2,1,1,0.13966199342900687,Low,True,False,False
CHEMBL4588384,2,5.328788659588897,5.328788659588897,5.259637310505756,5.3979400086720375,0.09779477572977402,4750.0,4000.0,5500.0,2,2,1,0.1383026981662816,Low,True,True,False
CHEMBL5778932,2,5.270663704402733,5.270663704402733,5.20690839982342,5.334419008982047,0.09016361640929241,5420.0,4630.0,6210.0,1,1,1,0.12751060915862666,Low,False,False,False
CHEMBL2069397,2,5.4604093769761874,5.4604093769761874,5.3979400086720375,5.522878745280337,0.08834502788860882,3500.0,3000.0,4000.0,1,1,1,0.1249387366082999,Low,False,False,False
CHEMBL2069398,2,5.159379381312206,5.159379381312206,5.096910013008056,5.221848749616356,0.08834502788860882,7000.0,6000.0,8000.0,1,1,1,0.1249387366082999,Low,False,False,False
CHEMBL4093031,2,4.682258126592544,4.682258126592544,4.619788758288394,4.7447274948966935,0.08834502788860882,21000.0,18000.0,24000.0,2,1,1,0.1249387366082999,Low,True,False,False
CHEMBL4442663,2,4.818194010053928,4.818194010053928,4.756961951313706,4.87942606879415,0.08659520792244886,15350.0,13200.0,17500.0,2,2,1,0.12246411748044483,Low,True,True,False
CHEMBL5893791,2,5.1468972290590145,5.1468972290590145,5.086186147616283,5.207608310501746,0.08585843476264797,7200.0,6200.0,8200.0,1,1,1,0.12142216288546237,Low,False,False,False
CHEMBL4093284,2,4.9808886808156405,4.9808886808156405,4.920818753952375,5.040958607678906,0.08495170526079016,10550.0,9100.0,12000.0,2,1,1,0.12013985372653124,Low,True,False,False
CHEMBL3093972,2,6.681675827479206,6.681675827479206,6.623423042943488,6.739928612014925,0.08238187793641091,210.0,182.0,238.0,2,2,1,0.11650556907143717,Low,True,True,False
CHEMBL488817,2,5.479481396066486,5.479481396066486,5.421360790031928,5.537602002101044,0.08219494930741585,3345.0,2900.0,3790.0,2,2,1,0.11624121206911653,Low,True,True,False
CHEMBL5896826,2,4.9430283238465815,4.9430283238465815,4.886056647693163,5.0,0.08057011708729224,11500.0,10000.0,13000.0,2,1,1,0.11394335230683694,Low,True,False,False
CHEMBL2424928,2,3.5651202026087945,3.5651202026087945,3.508638306165727,3.621602099051862,0.07987746397833882,274500.0,239000.0,310000.0,2,1,1,0.11296379288613512,Low,True,False,False
CHEMBL5927039,2,5.063980166013357,5.063980166013357,5.008773924307505,5.119186407719209,0.0780734157480629,8700.0,7600.0,9800.0,1,1,1,0.11041248341170373,Low,False,False,False
CHEMBL566543,2,4.83499991232219,4.83499991232219,4.779999975777493,4.889999848866887,0.07778165619117064,14739.185,12882.5,16595.87,2,1,1,0.10999987308939474,Low,True,False,False
CHEMBL5413224,2,4.672815454512357,4.672815454512357,4.619788758288394,4.72584215073632,0.07499107296776752,21400.0,18800.0,24000.0,2,2,1,0.10605339244792678,Low,True,True,False
CHEMBL5769402,2,5.154990609605652,5.154990609605652,5.102372908709558,5.207608310501746,0.07441266622814673,7050.0,6200.0,7900.0,1,1,1,0.10523540179218749,Low,False,False,False
CHEMBL256154,2,5.797292666524068,5.797292666524068,5.7447274948966935,5.849857838151442,0.07433837862390182,1606.5,1413.0,1800.0,1,1,1,0.10513034325474813,Low,False,False,False
CHEMBL4853672,2,5.906239639581768,5.906239639581768,5.853871964321762,5.958607314841775,0.07405907658265105,1250.0,1100.0,1400.0,2,1,1,0.10473535052001282,Low,True,False,False
CHEMBL1771097,2,5.772577569995745,5.772577569995745,5.721246399047171,5.823908740944319,0.07259323812796481,1700.0,1500.0,1900.0,1,1,1,0.10266234189714751,Low,False,False,False
CHEMBL5877282,2,4.971547574331764,4.971547574331764,4.920818753952375,5.022276394711152,0.07174138578372023,10750.0,9500.0,12000.0,1,1,1,0.1014576407587775,Low,False,False,False
CHEMBL3922156,2,4.17586586865967,4.17586586865967,4.125518182300533,4.226213555018807,0.07120238088319843,67150.0,59400.0,74900.0,2,1,1,0.100695372718274,Low,True,False,False
CHEMBL2207666,2,5.150000182721775,5.150000182721775,5.100000128334196,5.200000237109354,0.07071075503430618,7126.424999999999,6309.57,7943.28,2,2,1,0.10000010877515741,Low,True,True,False
CHEMBL4239085,2,4.449999960602877,4.449999960602877,4.399999967876858,4.499999953328896,0.07071066783169164,35716.75,31622.78,39810.72,2,1,1,0.0999999854520377,Low,True,False,False
CHEMBL3774649,2,5.449999932356823,5.449999932356823,5.40000018605658,5.499999678657065,0.07071031933301615,3571.675,3162.28,3981.07,1,1,1,0.09999949260048435,Low,False,False,False
CHEMBL3774783,2,5.849999646000926,5.849999646000926,5.800000874803203,5.899998417198648,0.0707089403298082,1421.91,1258.93,1584.89,1,1,1,0.09999754239544512,Low,False,False,False
CHEMBL3775589,2,5.849999646000926,5.849999646000926,5.800000874803203,5.899998417198648,0.0707089403298082,1421.91,1258.93,1584.89,1,1,1,0.09999754239544512,Low,False,False,False
CHEMBL3978935,2,5.805416957817734,5.805416957817734,5.756961951313706,5.853871964321762,0.0685257273628731,1575.0,1400.0,1750.0,2,2,1,0.09691001300805624,Low,True,True,False
CHEMBL6048972,2,4.872363747448347,4.872363747448347,4.823908740944319,4.920818753952375,0.0685257273628731,13500.0,12000.0,15000.0,1,1,1,0.09691001300805624,Low,False,False,False
CHEMBL2111101,2,6.434351101701188,6.434351101701188,6.3872161432802645,6.481486060122112,0.06665889746076228,370.0,330.0,410.0,2,2,1,0.09426991684184749,Low,True,True,False
CHEMBL4463663,2,5.009539493076637,5.009539493076637,4.962573502059376,5.056505484093897,0.06641994146690261,9840.0,8780.0,10900.0,2,1,1,0.0939319820345208,Low,True,False,False
CHEMBL5178777,2,4.704567941425494,4.704567941425494,4.6595558851598815,4.749579997691106,0.06365666044112997,19850.0,17800.0,21900.0,1,1,1,0.09002411253122489,Low,False,False,False
CHEMBL4638897,2,5.2167812539024645,5.2167812539024645,5.173925197299173,5.259637310505756,0.06060761647820372,6100.0,5500.0,6700.0,2,2,1,0.08571211320658279,Low,True,True,False
CHEMBL4559965,2,4.595557066320094,4.595557066320094,4.552841968657781,4.638272163982407,0.06040827043213459,25500.0,23000.0,28000.0,2,1,1,0.08543019532462637,Low,True,False,False
CHEMBL3612814,2,4.811711521471744,4.811711521471744,4.769551078621726,4.853871964321762,0.05962387007415119,15500.0,14000.0,17000.0,2,1,1,0.08432088570003593,Low,True,False,False
CHEMBL3422983,2,8.630000345299017,8.630000345299017,8.588380294036769,8.671620396561263,0.058859640961732365,2.355,2.13,2.58,1,1,1,0.08324010252449376,Low,False,False,False
CHEMBL1927162,2,5.261439372640169,5.261439372640169,5.221848749616356,5.301029995663981,0.05598959602307623,5500.0,5000.0,6000.0,2,1,1,0.07918124604762511,Low,True,False,False
CHEMBL3582336,2,4.5303901820725905,4.5303901820725905,4.492144128304169,4.568636235841013,0.05408808794655356,29600.0,27000.0,32200.0,2,1,1,0.07649210753684432,Low,True,False,False
CHEMBL568523,2,4.395000033044167,4.395000033044167,4.360000032076103,4.430000034012231,0.04949747605210755,40402.55,37153.52,43651.58,2,1,1,0.07000000193612799,Low,True,False,False
CHEMBL531475,2,5.489405350465031,5.489405350465031,5.455931955649724,5.522878745280337,0.04733852892647574,3250.0,3000.0,3500.0,2,2,1,0.06694678963061307,Low,True,True,False
CHEMBL2324256,2,6.802599111418644,6.802599111418644,6.769551078621726,6.835647144215563,0.04673697619115327,158.0,146.0,170.0,2,1,1,0.06609606559383696,Low,True,False,False
CHEMBL4789376,2,4.173393743112328,4.173393743112328,4.142667503568732,4.204119982655925,0.04345346468327905,67250.0,62500.0,72000.0,2,2,1,0.06145247908719309,Low,True,True,False
CHEMBL567417,2,5.42999999937279,5.42999999937279,5.40000018605658,5.459999812689,0.04242614286044522,3724.2200000000003,3467.37,3981.07,2,1,1,0.05999962663242009,Low,True,False,False
CHEMBL3735506,2,7.329223388945211,7.329223388945211,7.30189945437661,7.356547323513812,0.038641878844310806,46.95,44.0,49.9,2,2,1,0.05464786913720232,Low,True,True,False
CHEMBL2046888,2,5.527197737691734,5.527197737691734,5.499999678657065,5.554395796726403,0.038463863957052966,2976.1400000000003,2790.0,3162.28,1,1,1,0.05439611806933797,Low,False,False,False
CHEMBL4075906,2,5.155612172363577,5.155612172363577,5.130768280269024,5.180456064458131,0.03513456914225129,7000.0,6600.0,7400.0,2,1,1,0.04968778418910702,Low,True,False,False
CHEMBL1404,2,4.896856977793783,4.896856977793783,4.872895201635193,4.920818753952375,0.0338870688220281,12700.0,12000.0,13400.0,2,2,1,0.04792355231718215,Low,True,True,False
CHEMBL4207042,2,4.0789451182796945,4.0789451182796945,4.055517327849832,4.102372908709558,0.03313189896234746,83500.0,79000.0,88000.0,2,1,1,0.04685558085972641,Low,True,False,False
CHEMBL4470253,2,4.779152432179641,4.779152432179641,4.756961951313706,4.801342913045578,0.03138207899618783,16650.0,15800.0,17500.0,2,2,1,0.044380961731872226,Low,True,True,False
CHEMBL4297454,2,5.530740137411754,5.530740137411754,5.508638306165727,5.552841968657781,0.03125670950141258,2950.0,2800.0,3100.0,2,1,1,0.04420366249205365,Low,True,False,False
CHEMBL3221520,2,4.421848733554786,4.421848733554786,4.399999967876858,4.443697499232713,0.030898820742836997,37905.36,36000.0,39810.72,1,1,1,0.04369753135585519,Low,False,False,False
CHEMBL2046892,2,7.378277572964857,7.378277572964857,7.356547323513812,7.400007822415902,0.0307312134874186,41.905,39.81,44.0,1,1,1,0.04346049890208992,Low,False,False,False
CHEMBL2206790,2,4.6787886938674115,4.6787886938674115,4.657577319177793,4.70000006855703,0.029997413762635303,20976.309999999998,19952.62,22000.0,2,2,1,0.04242274937923618,Low,True,True,False
CHEMBL3290336,2,4.658026434624244,4.658026434624244,4.638272163982407,4.6777807052660805,0.027936757456474223,22000.0,21000.0,23000.0,2,2,1,0.03950854128367354,Low,True,True,False
CHEMBL5198665,2,4.336975516026629,4.336975516026629,4.317403708539446,4.356547323513812,0.027678715588529346,46075.0,44000.0,48150.0,2,1,1,0.039143614974365804,Low,True,False,False
CHEMBL3814374,2,4.572301001672965,4.572301001672965,4.552841968657781,4.591760034688151,0.027519228400740968,26800.0,25600.0,28000.0,2,1,1,0.03891806603037029,Low,True,False,False
CHEMBL4637576,2,5.240743030061056,5.240743030061056,5.221848749616356,5.259637310505756,0.026720547656175313,5750.0,5500.0,6000.0,2,2,1,0.03778856088939975,Low,True,True,False
CHEMBL487063,2,5.083937228732995,5.083937228732995,5.065501548756432,5.102372908709558,0.02607198865442586,8250.0,7900.0,8600.0,2,2,1,0.036871359953126515,Low,True,True,False
CHEMBL2046891,2,6.218285089309547,6.218285089309547,6.199998172182031,6.236572006437063,0.025861606215725905,605.48,580.0,630.96,1,1,1,0.03657383425503191,Low,False,False,False
CHEMBL4082282,2,4.777665384530738,4.777665384530738,4.7594507517174005,4.795880017344075,0.025759380758267527,16700.0,16000.0,17400.0,1,1,1,0.03642926562667448,Low,False,False,False
CHEMBL4537828,2,4.739104175180438,4.739104175180438,4.721246399047171,4.756961951313706,0.025254709201489072,18250.0,17500.0,19000.0,2,2,1,0.035715552266534445,Low,True,True,False
CHEMBL3937515,2,5.109271675191453,5.109271675191453,5.09151498112135,5.127028369261557,0.02511175757685059,7782.0,7464.0,8100.0,2,1,1,0.03551338814020699,Low,True,False,False
CHEMBL1782376,2,5.903437700822769,5.903437700822769,5.886056647693163,5.920818753952375,0.024580521064216015,1250.0,1200.0,1300.0,1,1,1,0.034762106259211834,Low,False,False,False
